r1b1k2r/ppp2ppp/2p5/2b1P3/5n1q/2N1PB2/PPP2PPP/R2QK2R w KQkq - 0 11,e3f4 h4f2,666,attackingF2F7 mate mateIn1 middlegame oneMove
4r2k/1p4pp/pq6/4R3/P2p1r2/1P1P1Q2/2P2PPP/R5K1 b - - 0 21,f4f3 e5e8 f3f8 e8f8,898,backRankMate endgame hangingPiece mate mateIn2 queenRookEndgame short
r4rk1/pb4pp/1p1p1nq1/2pP1p2/8/1P2PN2/P1Q1BPPP/3RR1K1 b - - 0 18,b7d5 d1d5 f6d5 e2c4 g8h8 c4d5,1932,crushing long middlegame pin sacrifice
B1b3k1/p2p1ppp/1pp5/4pq2/1nP1n3/1Pr1P1P1/P2P1P1P/2RQK1NR w K - 0 22,d2c3 f5f2,1247,attackingF2F7 mate mateIn1 middlegame oneMove
4rrk1/pp4pp/2pb4/5p2/3Pp3/4B1P1/PPR2PBP/R5K1 w - - 0 23,f2f3 e4f3 e3f2 f3g2,1509,advancedPawn equality middlegame short
2kr1b1r/pp6/2n1P1b1/q2p4/5B1P/2P2Q2/PP1N2P1/2KR2NR w - - 1 18,f3g4 a5c3 b2c3 f8a3,1494,bodenMate master mate mateIn2 middlegame queensideAttack sacrifice short
4R3/pp3rk1/7p/7q/3Q2n1/N5Pp/PPP2r2/6KR b - - 5 32,g7h7 e8h8 h7g6 h8g8 g6f5 d4d5,2623,crushing long middlegame
2r4r/pp2pk2/3pNbp1/3P4/2P2PQ1/1P6/P3R1K1/4q1B1 b - - 2 32,e1b1 e6g5 f6g5 g4e6 f7e8 e6c8,2142,clearance crushing interference long master masterVsMaster middlegame sacrifice
Nnb3Q1/pp2k2p/2p2p2/8/3pP3/2q1b3/2P2KPP/3R1BNR w - - 4 20,f2g3 e3f2 g3f2 c3e3,2279,attraction doubleCheck dovetailMate mate mateIn2 middlegame sacrifice short
7r/rp2k1pp/p2p4/4q3/1Pn1p3/P7/6PP/R1Q2R1K b - - 6 32,c4e3 c1c7 e7e8 c7c8,2450,crushing middlegame short
r1bqk2r/1pp1bppp/p1np1n2/4p1B1/2B1P3/2PP1N2/PP3PPP/RN1Q1RK1 b kq - 3 7,f6e4 g5e7 c6e7 d3e4,1497,advantage intermezzo opening short
2r5/2q2pbk/p5p1/1p4Bp/2n1B2P/8/PPPQ2P1/2KR3R w - - 2 24,d2d7 g7b2 c1b1 c4a3 b1b2 c7c3 b2c1 c3c2 e4c2 c8c2,2052,mate mateIn5 middlegame queensideAttack sacrifice veryLong
rnbqkbnr/ppppp2p/6p1/5P1Q/8/8/PPPPBPPP/RNB1K1NR b KQkq - 0 4,g6h5 e2h5,528,bodenMate mate mateIn1 oneMove opening
4Rk2/4p2p/4P2P/p2P2p1/1p6/3r1pP1/5P2/2R3K1 b - - 0 49,f8e8 c1c8,399,endgame mate mateIn1 oneMove rookEndgame
r1q2rk1/pp2bppp/2p1bn2/4Q1B1/B7/2N5/PPP2PPP/2KR3R w - - 2 13,a4b3 f6g4 e5f4 e7g5,1677,crushing discoveredAttack middlegame pin short
r4rk1/ppp3pp/2B2p2/4b3/8/2B3PP/PP6/2KRR3 b - - 0 22,e5c3 c6d5 g8h8 b2c3,1384,advantage endgame intermezzo short
2rq1rk1/p2nbppp/1p2pn2/8/3N4/1P4P1/PB1NPPKP/2RQ1R2 w - - 3 14,d4c6 c8c6 c1c6 d8a8,1431,advantage clearance master middlegame pin sacrifice short
2r2k2/p4ppp/3N1n2/1p1pN3/n5P1/P6P/1r6/K3R3 b - - 8 33,c8c2 e5d7 f8g8 d7f6 g7f6 e1e8 g8g7 d6f5 g7g6 e8g8,1542,mate mateIn5 middlegame veryLong
3r2k1/3P1ppp/2q2b2/8/8/5P1P/5P2/1R1R2K1 b - - 0 34,d8d7 b1b8 f6d8 b8d8 d7d8 d1d8 c6e8 d8e8,1055,backRankMate endgame mate mateIn4 veryLong xRayAttack
R7/8/2r5/7P/8/1k3PK1/p7/8 w - - 0 57,g3g4 c6c4 g4f5 c4a4 a8a4 b3a4,1340,crushing endgame long rookEndgame
8/8/2K5/p1p5/1k1p4/1P1P4/2P5/8 b - - 3 58,b4c3 c6c5 c3c2 c5c4 c2b2 b3b4 a5a4 b4b5 a4a3 b5b6 a3a2 b6b7 b2c1 b7b8q a2a1q b8f4,2037,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong zugzwang
8/7K/1pkB2p1/1PPp4/7P/pbP3P1/8/8 b - - 0 43,c6b5 c5b6 b5b6 d6a3,2008,advantage bishopEndgame discoveredAttack endgame short
r2r2k1/1b3pb1/p1n3p1/1p1Np2p/7P/2P2B1N/PP3PP1/2KR3R b - - 3 18,d8d7 d5f6 g7f6 d1d7,1283,crushing discoveredAttack middlegame short
6k1/2p2r1r/1p1p4/1PnPp3/p3PpNb/P5qP/1PB1Q1P1/4RR1K w - - 1 38,f1f3 g3e1 e2e1 h4e1,978,crushing kingsideAttack middlegame short
2k5/2P3pp/p4p2/8/r6P/4B3/5PP1/2R3K1 w - - 1 37,e3f4 a4f4,1540,endgame equality hangingPiece oneMove
8/7p/2p3p1/4K1P1/1k5P/8/P7/8 b - - 2 46,c6c5 e5d5 c5c4 d5d4 c4c3 d4d3,2165,crushing endgame long pawnEndgame zugzwang
7k/B1qn1Qpb/p6p/1p1B4/2N5/P7/1P1R1PPP/6K1 w - - 1 26,c4e5 c7c1 d2d1 c1d1,1350,backRankMate fork mate mateIn2 middlegame short
5r2/pp4k1/8/8/3P4/1P2P1P1/P3nPP1/2R2RK1 w - - 2 32,g1h2 f8h8,978,anastasiaMate endgame mate mateIn1 oneMove
2k4r/1p5p/p3R1pQ/8/8/3q4/P3nPPP/5RK1 w - - 1 27,g1h1 e2g3 h2g3 d3f1,1475,discoveredAttack endgame equality short
r1b1k2r/ppp2ppp/8/3N4/2P2B2/P3P1P1/1q2BKP1/R6R b kq - 1 15,e8g8 d5e7 g8h8 h1h7 h8h7 a1h1 c8h3 h1h3,1501,anastasiaMate attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong
4r1k1/5p1p/p5P1/1p6/4q3/P7/1PP5/1K3R1Q b - - 0 34,e4h1 g6f7 g8g7 f7e8n g7h6 f1h1,1718,advancedPawn crushing endgame fork long promotion queenRookEndgame underPromotion
5r2/ppk2Nb1/2p3p1/7p/8/2P2PP1/PP3P2/2KR4 w - - 1 25,f7g5 g7h6 f3f4 h6g5 f4g5 f8f2,1195,advantage endgame long master pin
8/8/8/2p5/P5p1/1P1k4/8/6K1 b - - 0 52,d3c3 a4a5 c3b3 a5a6 c5c4 a6a7 c4c3 a7a8q,568,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
8/2R2pk1/p3b1pp/4q3/P3p3/4P2P/2QR1PP1/1r4K1 w - - 2 40,d2d1 b1d1 c2d1 e5c7,1034,advantage endgame short
rn2kb1r/ppp2p1p/6p1/4P2q/4p3/1P1KP2P/P1PP4/RNBQ1B1R w kq - 0 11,d3c3 h5e5 d2d4 e4d3,1976,crushing discoveredAttack enPassant opening short
r4rk1/1pp2ppp/2bp4/3N4/p1Q1P3/6P1/PPP2P1q/2K1RR2 b - - 1 18,a4a3 d5e7 g8h8 f1h1 h2g2 c4e2,2927,advantage defensiveMove long middlegame
8/7k/8/8/1pr5/1R5P/6PK/8 w - - 0 57,h2g3 c4c3 b3c3 b4c3 g3f2 c3c2,797,advancedPawn crushing endgame long rookEndgame
5rk1/p4ppp/2qNpn2/8/P4P2/1Q2P1Kr/1P1B1P2/R4R2 w - - 0 28,g3h3 c6f3 h3h2 f6g4 h2g1 f3h3 f1b1 h3h2 g1f1 h2f2,1546,exposedKing mate mateIn5 middlegame veryLong
r4rk1/ppp2p1p/2n2q1p/1Nb1p3/6N1/3B3P/bPPQ1PP1/2KR3R b - - 1 14,f6g5 g4h6 g5h6 d2h6,1557,crushing kingsideAttack middlegame short xRayAttack
2kr2nr/Bppb3p/3p1p2/3Pb3/4P3/2N5/PPP1BR2/2KR4 b - - 0 17,b7b6 e2a6,848,doubleBishopMate mate mateIn1 middlegame oneMove
8/8/3P2k1/1R4np/2P5/1P4BP/2r3PK/8 w - - 1 44,d6d7 g5f3 h2h1 c2c1 g3e1 c1e1,1068,endgame long mate mateIn3 pin
rn3rk1/pb3p1p/1p2pqp1/3p2NP/2P3Q1/P2BP3/1P4P1/R3K2R b KQ - 0 15,d5c4 h5g6 c4d3 g6f7 f8f7 g5f7,2331,advancedPawn advantage discoveredAttack kingsideAttack long middlegame
4Rbk1/5p1p/2Np4/3P1P2/8/5r2/2K5/8 b - - 0 37,f3f5 c6e7 g8g7 e7f5,789,crushing endgame fork short
2kr2nr/pp1nq1p1/2p1p1p1/5pN1/1bBP1BP1/5Q1P/PPP5/R4RK1 b - - 1 15,g8f6 f3c6 b7c6 c4a6,974,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short
6k1/pb3pp1/1p5p/5q2/3BP3/3Q2P1/PP1R2KP/2r5 w - - 4 29,d2e2 f5f1,1336,dovetailMate endgame mate mateIn1 oneMove
3q3r/4kp2/Q2Npbnp/6p1/5P2/8/P1r3PP/3R1R1K b - - 3 28,d8a8 d6f5 e6f5 f1e1 e7f8 a6a8,2172,advantage interference long middlegame sacrifice
7k/p1q3p1/1pbb1p2/5Q1p/3P4/P6P/1P4P1/4R1K1 b - - 7 39,c7f7 f5c8 h8h7 c8c6,1357,crushing endgame fork master short
8/2R4p/2p3pk/3b4/6P1/r5KP/4B3/4R3 w - - 4 35,g3h4 g6g5,1040,endgame mate mateIn1 oneMove
6k1/1p3p1p/p2B1bp1/3p4/P2Np3/1Pr4q/3QBP2/5RK1 w - - 2 26,f2f3 c3d3 d2e1 f6d4,2228,crushing interference middlegame short
8/4k3/4p3/1p6/2nPNP1P/p2K4/8/8 w - - 0 48,e4c5 a3a2 c5b3 c4a5 b3a1 b5b4,2038,advancedPawn crushing defensiveMove endgame knightEndgame long
r2q1knr/1p1b1p2/p2p4/2pPb2p/4N1p1/4Q3/PPPN1PPP/R1B1R1K1 w - - 4 16,f2f4 e5d4 e3d4 c5d4,1068,crushing opening pin short
4r1k1/p3q1pp/1p3n2/2p5/P2p3n/1P1P2NP/2PQ1RP1/6BK w - - 2 28,f2e2 h4f5 g3f5 e7e2 d2g5 f6h5,2524,advantage defensiveMove deflection long middlegame
rnb1k2r/ppp2p1p/3p1q1B/4N3/2BPP1pb/6p1/PPP5/RN1Q1K1R w kq - 1 11,f1g2 f6f2,1167,mate mateIn1 middlegame oneMove
4r3/2R1N3/8/3N4/4k3/8/1P1n4/1K6 w - - 16 63,b1a2 e8a8 c7a7 a8a7,910,anastasiaMate endgame mate mateIn2 short
8/k7/P3R1K1/5pp1/2P5/6PP/4pr2/8 w - - 0 45,c4c5 f5f4 g3f4 g5f4 g6f5 f4f3 f5g4 f2f1,1654,crushing defensiveMove endgame rookEndgame veryLong
8/7p/k2p2p1/1p1P4/1bpB1PP1/8/P1K5/8 b - - 0 36,a6a5 f4f5 b4e1 d4c3 a5b6 c3e1,2516,bishopEndgame crushing endgame long
5rk1/pp4pp/4p3/2Pp2q1/3PnN2/1P2Q1P1/P1R3K1/2R5 w - - 3 36,f4d5 g5d5 g2g1 e4g5,2220,advantage defensiveMove hangingPiece middlegame short
2R5/p4qpk/6rp/4p3/4P2P/P1P2P2/1P6/K5Q1 w - - 13 44,g1c5 f7b3 c3c4 h6h5 c8c7 g6g2 c7b7 b3b7,2868,crushing endgame quietMove veryLong
r1b2Q2/pppk4/3pp2B/5p2/4q2P/8/P3nPPK/3R3R w - - 10 30,h1e1 e4h4,953,anastasiaMate mate mateIn1 middlegame oneMove
1r3rk1/p4pp1/4p3/2b1qb2/7Q/2N3P1/PP2PPBP/3R1RK1 w - - 1 20,c3a4 b8b4 e2e4 b4a4,1990,advantage interference middlegame short
r6q/pppk1Np1/3p4/3Np3/4P1b1/2PP4/3QnPPK/R4R2 w - - 1 19,f7h8 a8h8 d2h6 h8h6,1003,anastasiaMate mate mateIn2 middlegame short
8/2p5/1p5p/pP2k1p1/P1P3P1/3K3P/8/8 b - - 0 33,e5f4 d3d4 f4g3 d4d5 g3h3 d5c6 h3g4 c6c7,2212,crushing endgame master masterVsMaster pawnEndgame superGM veryLong
8/4K3/1R3Pk1/p7/8/8/8/5r2 b - - 5 65,f1e1 e7f8 e1f1 f6f7,2599,advancedPawn crushing defensiveMove discoveredAttack endgame master rookEndgame short
8/6pp/p3k3/8/4PP2/1P6/5K2/8 b - - 2 34,h7h5 f2g3 e6f7 g3h4 g7g6 h4g5 a6a5 f4f5 g6f5 e4f5 f7g7 g5h5 g7f6 h5g4,2293,crushing defensiveMove endgame pawnEndgame veryLong
r7/ppQ1n1k1/3pPb1r/6p1/4N1q1/6B1/PPP5/4RRK1 b - - 0 23,a8h8 f1f6 h6h1 g1f2,2148,crushing middlegame pin short
r4r2/p3qk2/1pQ3p1/2p2p2/3Pp3/P1P1P3/4KP1P/6R1 b - - 1 26,c5d4 c6g6,1340,dovetailMate endgame mate mateIn1 oneMove
4r1k1/8/p3p2r/1pNBQp2/3P1P1q/P5p1/1P2R2P/2R4K w - - 0 32,e2e1 h4h2,704,kingsideAttack mate mateIn1 middlegame oneMove
2kr2r1/7p/p1p1p1n1/2P1PpBQ/3p1P2/2P5/PqNK1P1P/R5R1 w - - 0 25,g5d8 b2c3 d2c1 d4d3 h5d1 d3c2 d1c2 c3a1,2403,advancedPawn capturingDefender crushing middlegame trappedPiece veryLong
r1b1k3/5p1p/pNPppp2/6q1/2pNP3/4P3/P1P4P/1R3R1K b q - 2 21,a8b8 b6c8 b8c8 f1g1,2211,crushing master masterVsMaster middlegame short
8/7k/4q3/2p1p2P/2P1Ppp1/3P4/5Q2/6K1 w - - 0 56,f2h4 e6d7 g1h2 d7g7,2842,crushing defensiveMove endgame master queenEndgame short
7r/1pk3R1/p1n2p1p/2N5/3PBP2/2P5/qP3r2/2K5 b - - 0 27,c7b6 g7b7 b6a5 b2b4 c6b4 c3b4,1665,long mate mateIn3 middlegame
8/p1bk2p1/8/1P4p1/2KP1P2/6Pp/3B3P/8 w - - 0 41,f4g5 c7g3,1161,advantage bishopEndgame endgame oneMove
5rk1/q2b1pbp/rp1p1np1/2nPp3/1QN1P3/2N1B2P/P1B2PP1/RR4K1 w - - 12 22,c4b6 f8b8 b6d7 b8b4,1508,equality middlegame short
r2q1rk1/1b1nppbp/p4np1/1p1p4/3P1B2/1B2PN2/PP1NQPPP/2R2RK1 b - - 3 12,d7b6 f4c7 d8e8 c7b6,1838,crushing interference middlegame short
2Rr2k1/1Q3ppp/p7/8/3B4/P3Pq2/1P1Kn2P/8 b - - 5 33,f3b7 c8d8,399,endgame hangingPiece mate mateIn1 oneMove
8/3k1p2/7R/1P2n1p1/4P1P1/7P/1r6/5BK1 w - - 0 40,b5b6 e5f3 g1h1 b2h2,907,arabianMate endgame mate mateIn2 short
3N4/p6R/1p3kp1/2p2p2/5b1P/5B2/1r3PK1/8 b - - 1 35,f4e3 h7f7 f6e5 f7e7,1435,crushing endgame master masterVsMaster short superGM
4r2k/7p/1pQ2R2/p3q3/8/1P2pPp1/P3P2P/6K1 w - - 0 35,f3f4 g3h2 g1h1 e5a1 h1h2 e8g8,2189,advancedPawn crushing defensiveMove endgame long
r4k1r/1pp2p2/2bp1q1p/6p1/2PN4/pP1PQ2P/P5P1/1K2RB1R w - - 1 24,b1c1 a8e8 e3e8 c6e8,1331,crushing middlegame short
6k1/2p2pp1/1p1n3p/p2QP3/8/2q4P/2B2P2/6K1 b - - 0 32,c3c4 d5a8 d6e8 a8e8,1561,endgame mate mateIn2 short
2R5/6p1/5p1k/5P2/7K/8/2p3r1/8 b - - 1 45,g2d2 c8h8,399,endgame mate mateIn1 oneMove rookEndgame
2r3k1/Q5p1/5n1p/8/2q1pB2/3rP2P/P5P1/3R1RK1 w - - 0 29,f4e5 d3d1 f1d1 c4e2 g1h2 e2d1,1829,attraction clearance crushing long master middlegame
1k1r3r/pp1nbq1p/2p2ppP/2P1p3/1P2P1P1/P1QR2N1/5PB1/2KR4 b - - 4 26,d7f8 d3d8 e7d8 d1d8,682,crushing middlegame queensideAttack short
r4r1k/1p2Nppp/p1ppb3/4n2Q/4PR2/q2BP2P/2P3P1/4R1K1 b - - 3 20,a3c5 h5h7 h8h7 f4h4,1401,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short
k7/8/8/2QP4/5P2/5K2/1qp3P1/5N2 w - - 5 45,c5a5 a8b7 f1e3 c2c1q,1091,advancedPawn advantage endgame promotion short
3R4/N1r1kppp/p7/1p6/5n2/P6P/1P3PP1/5K2 w - - 2 32,d8a8 c7c1,403,endgame mate mateIn1 oneMove
2rq1rk1/pp2b2p/1n3ppP/3pPP2/3P4/1P3N2/P5Q1/1NB1R1K1 b - - 0 26,f6e5 f5g6 e7f6 d4e5 c8c1 e1c1,2252,crushing intermezzo long middlegame
r3k2N/ppp4p/4b1p1/3P1n2/4Q3/3P2K1/PPq3PP/RN5R w q - 4 18,g3f4 c2f2 f4g4 e8c8 e4e6 c8b8,2754,castling crushing long middlegame sacrifice
r1bq1rk1/3nbppp/pppp1n2/4p3/P1B1P3/3P1NN1/1PP2PPP/R1BQR1K1 b - - 1 10,f8e8 c4f7 g8f7 f3g5 f7g8 g5e6,2025,attraction crushing kingsideAttack long master opening sacrifice
r6k/p2R2p1/2p1Q2p/q2pP3/3P4/8/P4PPP/1N4K1 w - - 1 23,e6f7 a5e1,450,endgame mate mateIn1 oneMove
r1b2rk1/ppp1nppp/2N2q2/2bp4/4P3/2P1B3/PPQN1PPP/R3KB1R b KQ - 0 9,c5e3 c6e7 f6e7 f2e3,1572,crushing intermezzo opening short
r3k2r/ppqn1pp1/2p1b3/3P4/2P4p/2N3P1/PP2BP1K/R1BQ1R2 w kq - 0 14,c1f4 h4g3 h2g2 c7f4,1536,advantage doubleCheck middlegame short
r1b1k1nr/pppp1ppp/2n5/1Bb1p3/4P2q/2P5/PP1P1PPP/RNBQK1NR w KQkq - 1 5,g1f3 h4f2,836,attackingF2F7 mate mateIn1 oneMove opening
1r3r1k/5pbp/pp1N2p1/2n5/2P2N2/4P1P1/5PBP/1R4K1 b - - 1 24,f8d8 d6f7 h8g8 f7d8,706,advantage fork middlegame short
8/5p1p/3k2p1/8/5PN1/3K4/8/8 w - - 0 56,d3e4 f7f5 e4f3 f5g4 f3g4 h7h6 f4f5 g6g5 g4h5 d6e7 h5g6 e7f8,2383,crushing defensiveMove endgame fork knightEndgame quietMove veryLong
5k2/pp1Br2p/3rPpp1/7b/PP1p3P/8/2P2R2/1K2R3 b - - 6 32,d6d7 f2f6 f8g7 e6d7,1935,advancedPawn advantage endgame intermezzo short
8/8/p1nkNp2/1p1p3p/2p2P1P/P1P1K1P1/1P6/8 w - - 2 47,e6d4 c6d4 e3d4 f6f5,1664,crushing defensiveMove endgame knightEndgame short
8/pp5R/2p1R3/2qp2kp/8/2P4P/PP3pPK/8 w - - 0 40,h7g7 g5f5 g7g6 f2f1n h2h1 f1g3,2070,advancedPawn crushing defensiveMove endgame long promotion queenRookEndgame underPromotion
2r1r3/1p4kp/5pp1/1qNp1p2/p2PnQ2/2P1R2P/PP3PP1/4R1K1 b - - 1 25,e4c5 e3e7 e8e7 e1e7 g7f8 e7h7,2651,crushing long middlegame skewer
8/6p1/p1p3K1/5P2/PP1p1k2/3P4/8/8 w - - 1 39,a4a5 f4g4 g6g7 g4f5 g7f8 f5f4 f8e8 f4e3 e8d7 e3d3 d7c6 d3c4 b4b5 d4d3 b5b6 d3d2 b6b7 d2d1q b7b8q d1d5 c6b6 d5b5 b6a7 b5b8,2591,advancedPawn crushing endgame pawnEndgame promotion veryLong
8/1R5P/3k4/2pp4/P7/2P2K2/4p2r/8 w - - 0 48,h7h8q e2e1n f3g4 h2h8,1601,advancedPawn advantage endgame promotion short underPromotion
1k1r2nr/p5bp/B1pp4/4nqp1/1B6/5p1P/PPP1N1P1/R2Q1RK1 b - - 1 18,f3e2 d1d6 d8d6 b4d6 b8a8 f1f5,2181,crushing long middlegame queensideAttack sacrifice
1r5b/2p3kP/1q4p1/p2Pp3/Br2P3/1P2QP1R/8/2K4R w - - 1 32,e3h6 g7f7 h3h2 b4a4 b3a4 b6b1 c1d2 b1a2,2418,clearance crushing exposedKing middlegame queensideAttack sacrifice veryLong
1r4k1/p1p2ppp/4n1q1/4Pn2/8/7P/P1QB1PBP/R4RK1 w - - 11 23,g1h1 f5g3 h2g3 g6c2,1080,advantage discoveredAttack middlegame short
r1bqrnk1/ppp2p1p/3b2pQ/3p1nN1/3P4/2PB4/PP3PPP/RNB1R1K1 w - - 2 12,d3f5 e8e1,1551,hangingPiece kingsideAttack mate mateIn1 oneMove opening
8/8/3kn3/4p1p1/2K1P1P1/5B2/3B1b2/8 w - - 6 50,c4b5 e6d4 b5c4 d4f3,701,crushing endgame fork master masterVsMaster short
3r2k1/2p2rp1/p1n1P1Rp/1p3P2/8/2P5/P1K2P1P/6R1 b - - 2 25,f7e7 g6h6 d8f8 f5f6 f8f6 h6f6,2417,crushing endgame long pin
r5r1/p1pq1p2/1p1bpk2/8/7Q/1P3P2/P1PP4/2KR2NR b - - 1 21,f6g7 h4h6,1563,dovetailMate mate mateIn1 middlegame oneMove
r5kr/pp3bbp/3p1q2/2p2B2/4N3/3nP2Q/PPPB1PP1/2KR2N1 w - - 9 17,c2d3 f6b2,544,mate mateIn1 middlegame oneMove queensideAttack
r7/6kP/5p2/3p4/p1qPn3/2p1P2R/1PQ3P1/1K1R4 w - - 0 38,d1h1 g7h8 h3h6 e4d2 b1c1 a4a3,2931,crushing endgame long
3r2k1/1p1r1ppq/1Q5p/1p6/1P2p3/3nN2P/3R1PP1/5RK1 b - - 3 29,d3b4 b6d8 d7d8 d2d8,1332,backRankMate mate mateIn2 middlegame short xRayAttack
2k3r1/pp6/8/4R2p/1PPp1p2/3P1QnP/6P1/r5K1 w - - 1 33,g1f2 a1f1,1433,endgame hookMate mate mateIn1 oneMove
5r1k/p1p3pp/3p4/2p5/4PQ2/2P5/P5P1/1R5K b - - 0 26,f8f4 b1b8 f4f8 b8f8,459,backRankMate endgame mate mateIn2 rookEndgame short
7k/4r1p1/p2pN2p/3PbPp1/1P4P1/6q1/2Q1R3/3K4 b - - 3 42,g3c3 c2c3 e5c3 e2c2,1293,clearance crushing endgame short
4r1k1/2p1rpbp/2Qp2p1/1P6/P2p2P1/3P1PBq/4P2P/R3R1K1 b - - 2 25,e7e2 c6e8 e2e8 e1e8,1547,crushing kingsideAttack middlegame short xRayAttack
1BR2bk1/1p3r1p/3pN1n1/3Pp3/5pPq/6n1/PP2B1PP/3QNRK1 w - - 1 23,h2g3 f4g3 c8f8 g6f8 e1f3 f7f3 f1f3 h4h2 g1f1 h2h1,1754,kingsideAttack mate mateIn5 middlegame veryLong
2q1r1Qk/4n1pp/p1p4N/3p4/6P1/2P1B2P/Pr3P2/3RR1K1 b - - 8 23,e7g8 h6f7,950,mate mateIn1 middlegame oneMove smotheredMate
r4rk1/p3bppp/2p1p2n/3pP3/3q1PP1/3b1N1P/PP1N4/R1BQK2R w KQ - 0 15,f3d4 e7h4,823,bodenMate mate mateIn1 middlegame oneMove
7r/1p2Npk1/p5b1/4Q2n/2P5/1P1qP3/P7/2K4R b - - 6 33,g7h7 h1h5 g6h5 e5h5 h7g7 e7f5 d3f5 h5f5,1692,advantage exposedKing middlegame veryLong
2R5/7p/3Pk1p1/p1P1p3/3nP3/7P/r6K/5B2 w - - 3 42,h2g1 d4f3 g1h1 a2h2,1001,arabianMate endgame mate mateIn2 short
2kr3r/pppqbR1p/2np2b1/4p1N1/2B5/3P3P/PPP3P1/R1BQ2K1 b - - 0 14,h8g8 c4e6 d7e6 g5e6 g6f7 e6d8,1594,advantage long middlegame pin
4r1k1/1p2r2p/p1n3p1/2p2q2/2N4Q/2Pp4/PP3PPP/R3R1K1 w - - 0 25,c4d6 e7e1 a1e1 e8e1,824,kingsideAttack mate mateIn2 middlegame short
r1b4r/pppk1ppp/6q1/1PbN2N1/P1Pn4/1B1pP1PP/3P2P1/R2QK2R w KQ - 7 21,d1g4 f7f5 g4f4 d4b3,2434,defensiveMove equality middlegame short
2R5/4kp2/2P3p1/4K2p/4PP1P/6r1/8/8 w - - 2 40,c8f8 e7f8 c6c7 g3c3,1454,crushing endgame hangingPiece rookEndgame short
1rb2rk1/1q2bppp/2pp4/4p1PP/n3P3/1B2BP2/PPPQ4/2KR3R w - - 0 18,b3a4 b7b2,399,mate mateIn1 middlegame oneMove queensideAttack
2b2rk1/1p3p2/4q1pQ/r3P3/6R1/6RP/P5P1/6K1 b - - 1 28,a5e5 g4h4 e5h5 h4h5 e6e1 g1h2 e1g3 h2g3,1978,crushing middlegame pin quietMove veryLong
2k4r/p1p4p/1p3p2/6p1/PP2Pn2/2P1BP2/5K1P/3R4 b - - 0 26,h8d8 d1d8 c8d8 e3f4 g5f4 f2g2 d8e8 g2h3,1884,crushing defensiveMove endgame veryLong
2r5/5p2/p4n1p/1p2k3/5pP1/P1N1K2P/1P6/5R2 w - - 0 31,f1f4 c8c3 b2c3 f6d5,1448,crushing endgame sacrifice short
1rR3k1/q4p1p/6pB/4b3/1p2P3/6PP/2Q2P1K/8 b - - 7 33,b8c8 c2c8,399,endgame mate mateIn1 oneMove
2r1k1nr/1p1bqpp1/p1n1p2p/2bpP1NQ/5P2/P1NB4/1PPB2PP/R3K2R b KQk - 3 12,c6d4 g5f7 e7f7 d3g6 f7g6 h5g6,1687,attackingF2F7 crushing long middlegame pin sacrifice
3r2k1/6pp/4b3/2p1p1PQ/2N1P3/1P1rP3/q4RK1/2R5 b - - 1 32,a2b3 c1h1 h7h6 g5h6,2100,crushing middlegame quietMove short
3bk2r/1b3ppp/p3p3/2B5/1p4PP/8/PPP4R/2K2B2 b k - 3 20,a6a5 f1b5 b7c6 b5c6,866,doubleBishopMate endgame mate mateIn2 short
Q3r1k1/p4ppp/b7/4B3/3q4/8/P1P2PPP/4R1K1 b - - 0 21,d4e5 a8e8 e5e8 e1e8,1385,backRankMate endgame mate mateIn2 short xRayAttack
3r1rk1/1pR1Rpp1/7p/p7/8/1B2Pb2/P4P1P/6K1 b - - 1 19,d8d2 e7f7 f8f7 c7f7 a5a4 f7d7 a4b3 d7d2 b3a2 d2a2,2048,crushing discoveredAttack endgame veryLong
8/8/p2k3p/P4n2/1pP4R/1P3PP1/6PK/3r4 w - - 9 48,h4h5 d1h1 h2h1 f5g3 h1g1 g3h5,1309,attraction crushing deflection endgame fork long sacrifice
8/1P6/4k2R/2K5/8/1r2n3/7P/8 b - - 2 45,e6f5 h6b6 b3b6 c5b6,1459,crushing endgame master masterVsMaster short
r1b1k2r/pp1n1pbp/4P1p1/1BpP3n/7q/2N5/PP4PP/R1BQK1NR w KQkq - 1 12,e1f1 f7e6 g1f3 e8g8,2282,advantage castling defensiveMove opening pin short
r2q1rk1/pppb2pp/2n5/3N4/3Pp1nN/1B6/PPP2PPK/R1BQR3 w - - 1 13,h2g1 d8h4 d5e3 g8h8 e3g4 d7g4,1541,advantage hangingPiece long opening
8/1k2b3/R1b3p1/1p2p1P1/p3N3/2P2PP1/1P4K1/8 w - - 2 53,a6a5 b7b6 b2b4 a4b3,2107,crushing enPassant endgame master short
r4r2/p1k4p/2p1p1p1/2Nq4/1Q1p4/P2P2R1/1P5P/6K1 b - - 4 27,a7a5 b4b7 c7d8 b7a8,1073,advantage endgame interference short
rn1qkb1r/ppp2ppp/5n2/4pbN1/8/1QNP4/PP3PPP/R1B1KB1R b KQkq - 1 7,b8d7 b3f7,1013,attackingF2F7 mate mateIn1 oneMove opening
